0.00952002	0.00903696
0.0157895	0.0195791
7137.98	5299.19
782396	577237
36.0041	44.6669
4.66409e-05	1.33801e-05
29071.3	3526.44
4.14944e-07	4.44386e-07
262.604	254.823
6.72396e-07	8.65048e-07
434.516	562.5
